"id","fiber.type","train.pre.pos","iso.fo","spec.fo"
250,2,0,1.037,171.3
250,2,0,1.018,171
250,2,0,0.859,194.7
250,2,0,0.834,190.2
250,2,0,1.199,210.1
250,2,0,1.047,207.6
250,1,0,0.716,143.5
250,2,0,0.941,184.7
250,2,0,0.989,144
250,1,0,1.001,165.4
250,1,0,0.764,132.6
250,1,0,0.985,179.5
250,1,0,0.808,149.6
250,2,0,1.09,200.2
250,1,0,0.817,195.1
250,2,0,1.099,197.4
250,2,0,0.718,105.2
250,1,0,1.299,116.3
250,2,0,1.103,190.1
250,2,0,0.857,161.5
250,2,1,2.118,205.3
250,1,1,1.58,157.5
250,2,1,1.483,183
250,2,1,1.402,181.3
250,1,1,0.978,168.7
250,2,1,1.175,179.9
250,2,1,1.696,196.3
250,2,1,1.329,222.9
250,2,1,1.264,183
250,2,1,1.504,161.9
250,1,1,1.206,191.4
250,2,1,0.95,174.5
250,2,1,0.886,135.1
250,2,1,0.865,221.6
250,2,1,1.155,161.5
250,2,1,0.764,146.6
250,2,1,1.114,152.7
250,2,1,1.339,205.5
255,1,0,1.169,165.2
255,2,0,1.28,164.3
255,2,0,1.069,116
255,2,0,1.226,177.8
255,1,0,1.576,175.4
255,2,0,1.266,156.6
255,2,0,1.247,203.3
255,2,0,1.315,158
255,1,0,1.457,174.3
255,1,0,1.598,172.3
255,2,0,0.83,188.1
255,2,0,1.575,197.9
255,1,0,0.908,169
255,2,0,1.22,170.9
255,2,0,1.196,171.6
255,1,0,1.553,136.2
255,2,0,1.295,161.3
255,1,0,1.696,129.4
255,2,0,1.548,174.9
255,1,0,1.396,132.5
255,2,1,1.131,193.1
255,2,1,1.322,203.6
255,2,1,1.305,192.4
255,2,1,1.5,232.6
255,2,1,1.299,192.1
255,1,1,1.154,155
255,2,1,1.008,177.3
255,2,1,1.552,210.5
255,2,1,1.512,237.7
255,2,1,1.643,186.2
255,2,1,1.534,190.9
255,2,1,1.467,220.9
255,2,1,1.071,175.6
255,2,1,1.114,174.9
255,1,1,1.106,122.3
255,1,1,1.147,156.7
255,2,1,1.494,252.6
255,1,1,0.934,158.9
255,2,1,1.607,187.3
260,1,0,1.177,198.7
260,1,0,1.031,116.3
260,1,0,0.647,141.9
260,1,0,0.673,172.4
260,1,0,0.344,144.7
260,1,0,0.476,126.6
260,2,0,0.36,137.6
260,2,0,0.395,151.6
260,1,0,0.902,155.4
260,2,0,0.373,98.1
260,1,0,1.007,181.6
260,1,0,0.735,179.6
260,1,0,0.748,131.4
260,2,0,0.48,257.8
260,2,0,0.369,146.9
260,1,0,0.925,127.9
260,1,0,0.742,166.7
260,1,0,0.808,201.2
260,1,0,0.591,229.5
260,2,0,0.406,144.5
260,2,1,0.426,214.8
260,2,1,0.823,276.1
260,1,1,1.045,237.9
260,2,1,0.504,173.5
260,1,1,1.027,146.6
260,1,1,0.994,167.3
260,2,1,0.79,187.5
260,2,1,0.684,256.7
260,2,1,0.584,169.9
260,1,1,0.996,196.6
260,2,1,0.861,227.3
260,1,1,0.399,97.3
260,2,1,0.744,203.5
260,1,1,0.406,116.9
260,2,1,0.696,173
260,1,1,1.053,142.2
260,2,1,0.677,174.5
260,2,1,0.806,261.3
260,1,1,0.663,162.9
260,1,1,0.759,170.5
265,1,0,0.739,188.1
265,2,0,0.893,235.6
265,2,0,0.95,188.9
265,2,0,0.804,205.7
265,2,0,0.77,205.2
265,2,0,0.966,179.6
265,2,0,0.676,137.7
265,2,0,1.189,283.1
265,1,0,0.955,200.6
265,2,0,0.976,220.4
265,1,0,0.843,187.6
265,2,0,0.857,217.9
265,2,0,0.809,198.3
265,2,0,0.8,195.9
265,2,0,0.912,219
265,2,0,0.943,190.6
265,2,0,0.915,170.3
265,2,0,0.934,223.5
265,2,0,0.931,175.6
265,2,0,0.915,188.2
265,1,1,0.657,163
265,1,1,0.724,154.3
265,1,1,0.757,193
265,1,1,0.8,171
265,2,1,0.973,203.7
265,2,1,0.786,178.3
265,2,1,0.804,191.1
265,2,1,0.94,216.1
265,2,1,0.889,222
265,2,1,0.808,184.5
265,1,1,0.753,146.9
265,1,1,0.747,159.7
265,2,1,0.707,207.8
265,2,1,0.789,183.1
265,2,1,0.931,167.6
265,1,1,0.778,131.4
265,1,1,0.639,177.7
265,1,1,0.579,160.7
265,1,1,0.542,147.8
265,2,1,1.074,223.1
270,2,0,0.976,208.3
270,2,0,0.947,192
270,2,0,1.057,220.3
270,2,0,1.013,218.9
270,1,0,0.794,150.6
270,2,0,1.04,193.3
270,2,0,0.92,172.5
270,1,0,0.787,139.4
270,1,0,0.39,116.8
270,1,0,0.84,148.2
270,2,0,1.076,177.2
270,1,0,0.816,127.1
270,2,0,1.003,190.9
270,2,0,0.921,172.4
270,2,0,0.849,171.9
270,1,0,0.75,155
270,1,0,0.844,143.6
270,1,0,0.458,135.7
270,2,0,0.917,154.3
270,1,0,0.755,146.7
270,1,1,0.45,120
270,1,1,0.653,133.2
270,1,1,0.662,136.3
270,2,1,0.907,185.9
270,2,1,1.095,182.5
270,2,1,0.699,160.9
270,1,1,0.87,131.8
270,2,1,0.882,174.7
270,1,1,0.898,156
270,1,1,0.95,187.3
270,2,1,1.167,222.9
270,1,1,0.829,173.9
270,1,1,1.146,143.7
270,1,1,0.878,139.6
270,1,1,1.021,150.9
270,1,1,0.829,154.3
270,1,1,0.698,178.9
270,1,1,0.776,128
270,1,1,0.755,141.1
270,1,1,0.821,103.4
275,2,0,1.678,163.9
275,2,0,1.357,208.6
275,1,0,0.947,175.8
275,2,0,1.464,161.3
275,2,0,0.975,235
275,2,0,1.028,183.5
275,2,0,1.122,192.9
275,2,0,0.832,174.7
275,2,0,1.032,193.1
275,2,0,1.035,218.8
275,1,0,0.987,148.1
275,2,0,1.004,165.3
275,1,0,0.79,171.7
275,1,0,0.614,154.9
275,2,0,0.981,157.5
275,2,0,0.88,167.8
275,2,0,0.894,142.6
275,2,0,0.881,166.1
275,1,0,0.924,163.3
275,2,0,0.973,183.4
275,2,1,1.441,156.3
275,2,1,1.441,191
275,2,1,1.943,175.2
275,2,1,1.834,202.4
275,2,1,1.659,210.6
275,2,1,2.195,226.9
275,2,1,1.728,171.7
275,2,1,1.843,177.8
275,2,1,1.509,182.6
275,2,1,1.766,207.2
275,2,1,1.615,157.7
275,2,1,1.707,194
275,2,1,1.454,194.5
275,1,1,1.225,245.5
275,2,1,1.801,223.8
275,2,1,1.7,177.6
275,2,1,1.314,225
275,2,1,1.824,205.8
275,2,1,2.563,226
275,2,1,2.146,204.7
285,2,0,0.818,208.9
285,1,0,0.613,157.9
285,1,0,0.182,195.1
285,1,0,0.381,149.9
285,2,0,0.593,181.3
285,1,0,0.452,149.1
285,2,0,1.003,290
285,1,0,0.64,174.6
285,1,0,0.405,158.8
285,2,0,0.712,175.8
285,1,0,0.83,162
285,2,0,0.633,170.5
285,1,0,0.809,132.7
285,2,0,0.817,170
285,1,0,0.527,143.3
285,1,0,0.644,152.8
285,1,0,0.817,145
285,2,0,0.685,177
285,1,0,0.56,170.2
285,2,0,0.559,123.1
285,2,1,0.648,210.5
285,2,1,0.747,194.6
285,2,1,0.822,196.6
285,2,1,0.73,157.1
285,2,1,0.875,189.6
285,2,1,0.773,210.3
285,2,1,0.703,196.8
285,2,1,0.622,187.9
285,2,1,0.599,180.9
285,2,1,0.974,166.2
285,2,1,0.668,173.5
285,2,1,0.738,178.4
285,2,1,0.567,228.3
285,2,1,0.376,146.8
285,2,1,0.865,190.4
285,1,1,0.711,144.8
285,2,1,0.809,175.2
285,2,1,0.732,204.6
285,2,1,1.035,213.8
285,2,1,0.785,185.6
295,2,0,0.451,175.3
295,1,0,1.057,148.2
295,1,0,0.477,101.1
295,2,0,0.545,169.6
295,2,0,0.483,166.9
295,1,0,1.055,140.6
295,2,0,0.512,137.3
295,1,0,0.363,125.3
295,1,0,0.947,139.1
295,1,0,0.722,120.1
295,1,0,0.787,153.2
295,1,0,0.886,144.4
295,1,0,1.003,134.2
295,1,0,1.039,162.7
295,1,0,1.037,273.6
295,1,0,0.715,118.4
295,1,0,0.923,114.1
295,1,0,1.081,159.7
295,1,0,0.944,161.4
295,1,0,0.744,146.1
295,1,1,1.055,142.6
295,2,1,0.833,186
295,1,1,0.598,158.9
295,1,1,1.015,213.5
295,1,1,0.767,162.1
295,1,1,1.042,138.1
295,1,1,0.959,140.8
295,2,1,0.685,143.5
295,2,1,0.836,210.6
295,2,1,0.862,166.8
295,1,1,0.756,132.8
295,1,1,0.952,133
295,2,1,0.655,189.4
295,1,1,0.822,123.1
295,1,1,1.072,152.1
295,2,1,0.49,140.9
295,1,1,0.481,130.1
295,1,1,1.123,165.4
295,1,1,0.724,104
300,2,0,1.02,190.7
300,2,0,0.854,172.5
300,2,0,0.575,159.8
300,2,0,0.97,190.8
300,1,0,0.915,161.5
300,2,0,0.795,218.2
300,1,0,0.431,148.3
300,2,0,0.891,172.2
300,2,0,0.718,172.5
300,2,0,0.961,154.1
300,1,0,0.706,139.1
300,2,0,0.871,179.6
300,1,0,0.483,156
300,1,0,0.693,163.3
300,2,0,0.901,169.6
300,2,0,0.945,168.7
300,2,0,0.871,183.2
300,2,0,1.072,193.6
300,2,0,0.743,173.1
300,1,0,0.642,152.5
300,1,1,0.823,190.4
300,2,1,1.179,199.3
300,1,1,0.806,167.5
300,2,1,0.856,184.2
300,2,1,0.972,200.1
300,2,1,0.706,173.8
300,1,1,0.934,147.1
300,1,1,0.727,135.4
300,1,1,0.667,132.4
300,2,1,0.819,197.5
300,2,1,1.183,195.1
300,1,1,0.498,132.8
300,2,1,0.889,206
300,1,1,0.957,158.4
300,2,1,1.442,257.7
300,1,1,1.101,154.2
300,1,1,0.712,209.6
300,1,1,0.98,227.9
300,2,1,0.966,216.6
300,2,1,0.871,182.9
305,1,0,0.787,142.1
305,1,0,1.197,181.5
305,1,0,1.352,161.4
305,1,0,1.055,167.1
305,1,0,1.492,136.7
305,1,0,1.331,126.2
305,2,0,1.314,182.3
305,2,0,1.384,206
305,2,0,1.233,180
305,1,0,1.217,150.5
305,1,0,1.032,157.2
305,1,0,1.152,148.6
305,1,0,0.941,143.2
305,2,0,1.248,156.5
305,1,0,1.083,131
305,2,0,1.191,171.7
305,1,0,0.844,162.5
305,1,0,0.943,138.5
305,1,0,1.35,187
305,2,0,1.268,161.7
305,2,1,1.062,193.3
305,2,1,0.757,150.2
305,2,1,1.399,199.6
305,2,1,1.421,194.3
305,2,1,1.125,204.2
305,2,1,1.028,190.3
305,2,1,0.907,187.3
305,2,1,1.31,197.8
305,2,1,1.117,146.2
305,2,1,1.569,193.5
305,2,1,1.384,204.8
305,2,1,1.273,172.4
305,2,1,1.247,194.3
305,2,1,1.194,166.7
305,2,1,1.232,177.3
305,2,1,1.224,152.8
305,1,1,1.04,128.7
305,2,1,1.576,204.9
305,1,1,0.825,146.3
305,2,1,1.398,181.9
310,1,0,0.622,114.9
310,1,0,0.651,125.4
310,2,0,1.36,242.5
310,1,0,0.766,128
310,1,0,0.633,112.2
310,2,0,0.974,142.7
310,2,0,1.097,177.1
310,2,0,0.853,164.8
310,2,0,1.107,175.6
310,1,0,0.701,159.8
310,2,0,1.046,182.2
310,2,0,1.151,163.4
310,1,0,0.456,112.2
310,1,0,0.902,146.6
310,1,0,0.543,119.3
310,1,1,0.96,133.9
310,2,1,0.93,173.1
310,2,1,1.215,168.4
310,2,1,0.876,139.8
310,2,1,0.885,149.1
310,1,1,0.593,118.5
310,1,1,0.895,123.8
310,1,1,0.877,130.1
310,2,1,0.937,145.1
310,2,1,1.066,195.5
310,1,1,0.774,128.3
310,1,1,1.103,147.2
310,2,1,1.02,188.2
310,2,1,1.079,129.3
310,1,1,0.937,156.3
310,2,1,1.085,216.4
310,1,1,0.768,129.9
310,1,1,0.809,126.2
310,2,1,1.139,169.8
310,1,1,0.581,140.5
315,2,0,0.662,150.1
315,1,0,0.819,185.7
315,1,0,0.786,106.1
315,1,0,0.702,92.6
315,1,0,0.93,91.8
315,2,0,0.88,169.3
315,1,0,1.196,127.1
315,1,0,0.663,123.5
315,1,0,1.068,128
315,1,0,1.128,137.6
315,2,0,0.576,137.9
315,1,0,1.357,130.8
315,1,0,0.838,110.7
315,1,0,1.05,148.2
315,1,0,0.851,137.6
315,1,0,0.733,94.2
315,1,0,1.049,140.4
315,1,0,1.299,132.6
315,1,0,0.953,137.7
315,1,0,0.953,137.6
315,2,1,0.756,176.3
315,2,1,0.463,172.4
315,2,1,0.51,158.6
315,2,1,0.761,166.4
315,1,1,1.101,143.9
315,2,1,0.754,201.8
315,2,1,0.972,193.3
315,2,1,0.837,157.3
315,2,1,0.658,159
315,1,1,0.601,80.7
315,1,1,1.038,147.9
315,1,1,0.975,163.6
315,2,1,0.579,178.8
315,2,1,0.68,169
315,1,1,0.551,119.7
315,1,1,0.894,160.2
315,2,1,0.584,172.6
315,2,1,0.878,160.1
315,2,1,0.633,155.1
335,2,0,0.535,190
335,2,0,0.646,198
335,2,0,0.635,156
335,2,0,0.495,156.8
335,2,0,0.491,153.4
335,2,0,0.601,224.4
335,2,0,0.581,153.1
335,2,0,0.644,164.2
335,2,0,0.644,142.5
335,2,0,0.607,140.9
335,2,0,0.681,143.1
335,2,0,0.61,145
335,2,0,0.768,160.7
335,2,0,0.455,99.3
335,1,1,0.263,124.6
335,2,1,0.643,141.9
335,2,1,0.945,168.7
335,2,1,1.006,126.6
335,2,1,0.568,143.9
335,2,1,0.784,172.1
335,1,1,0.496,121.4
335,1,1,0.502,135.4
335,1,1,0.804,125.3
335,2,1,0.856,173.8
335,1,1,0.503,122.8
335,2,1,0.857,136.9
335,2,1,1.151,127.2
335,2,1,0.879,150.9
335,2,1,0.95,143.8
335,2,1,0.842,156.6
335,1,1,0.404,125.8
335,1,1,0.305,123.1
335,1,1,0.356,147
355,2,0,1.922,195
355,2,0,1.505,180.6
355,2,0,1.265,126.8
355,2,0,1.3,138.6
355,1,0,0.874,132.7
355,2,0,1.453,141.2
355,2,0,1.764,176.4
355,2,0,1.584,171.2
355,2,0,1.655,149.1
355,2,0,1.62,150.6
355,2,0,1.637,169.6
355,1,0,1.272,119.3
355,2,0,1.774,148.4
355,2,0,1.215,98.5
355,1,0,0.883,84.3
355,2,0,1.323,135.2
355,2,0,1.367,161.4
355,2,0,1.067,98.3
355,2,0,1.371,136.6
355,2,0,1.305,135
355,2,1,1.36,145.4
355,2,1,1.687,156.6
355,2,1,1.774,166.8
355,1,1,0.604,123.9
355,2,1,2,206.5
355,2,1,1.804,160.6
355,1,1,0.467,152.5
355,1,1,1.101,126.9
355,1,1,0.559,138.9
355,2,1,1.744,194.5
355,2,1,1.683,189.5
355,2,1,1.243,150.5
355,2,1,1.609,167.3
355,1,1,0.475,126.6
355,1,1,0.391,115.8
355,1,1,0.437,121.3
355,1,1,0.609,129.9
355,1,1,0.754,157.8
355,1,1,0.516,123.7
360,2,0,0.679,132.6
360,2,0,0.519,149.7
360,2,0,0.584,139.2
360,1,0,0.637,98
360,2,0,0.704,176.2
360,2,0,0.553,165.8
360,1,0,0.664,129.9
360,1,0,0.532,122.8
360,2,0,0.499,111.7
360,2,0,0.603,127.4
360,2,0,0.593,147.9
360,2,1,1.296,178.9
360,2,1,0.887,169.6
360,1,1,0.903,145.1
360,1,1,1.174,121
360,2,1,0.961,181.6
360,2,1,1.065,170.7
360,2,1,0.567,120.5
360,2,1,0.988,178.8
360,2,1,0.648,114.4
360,1,1,0.849,131.9
360,1,1,1.044,136.4
360,1,1,0.855,141.1
360,1,1,0.628,137.1
360,1,1,0.704,120.2
360,2,1,0.824,191.2
360,1,1,0.885,154.2
360,1,1,0.752,125.4
360,1,1,0.952,127.9
360,2,1,0.602,147.8
360,1,1,0.429,112.7
365,2,0,0.386,108.4
365,2,0,0.822,155.5
365,2,0,0.991,163.4
365,2,0,1.133,160.7
365,2,0,0.966,136.3
365,2,0,1.15,172
365,2,0,0.969,180.5
365,1,0,0.465,127.7
365,1,0,0.742,129.9
365,1,0,0.911,144.7
365,1,0,0.813,140.2
365,1,0,0.805,106.3
365,1,0,0.551,105.9
365,2,0,0.838,138.7
365,2,0,0.474,127
365,1,0,0.308,100.5
365,1,0,0.954,130.1
365,1,0,0.689,124.3
365,2,1,0.898,106
365,2,1,1.063,150.9
365,2,1,0.582,169.4
365,1,1,0.902,125.6
365,2,1,1.05,172.5
365,1,1,0.644,100.9
365,2,1,0.495,203.4
365,2,1,0.413,158.4
365,2,1,0.823,194
365,1,1,0.865,112.4
365,2,1,0.596,153
365,2,1,0.891,181.2
365,1,1,0.643,134.3
365,2,1,1.002,224.9
365,2,1,0.495,146.3
365,1,1,1.038,133.4
365,1,1,0.698,146.3
370,2,0,0.614,92.8
370,2,0,0.541,101.5
370,2,0,0.404,108.1
370,1,0,0.279,112.1
370,2,0,0.682,147.2
370,1,0,1.244,149
370,1,0,0.431,125.1
370,1,0,0.727,103
370,1,0,0.763,142.6
370,1,0,1.214,100.2
370,1,0,0.961,114.1
370,1,0,0.795,125.4
370,1,0,0.823,95.8
370,1,0,0.701,114.5
370,1,1,0.37,127
370,1,1,1.352,119.8
370,1,1,0.587,97.9
370,2,1,0.735,169.8
370,1,1,0.806,120.1
370,1,1,1.139,131.6
370,2,1,0.872,109
370,1,1,0.495,96.9
370,2,1,0.556,134.5
370,1,1,1.098,137.5
370,2,1,0.56,139.3
370,1,1,0.645,109.1
370,2,1,0.516,151.8
370,1,1,0.683,136.3
370,2,1,0.316,89.8
375,1,0,0.988,104.6
375,1,0,0.867,127.8
375,1,0,0.868,105
375,1,0,0.626,114.9
375,1,0,0.47,89.9
375,1,0,1.064,117.4
375,2,0,0.421,111.5
375,1,0,0.93,128.3
375,1,0,0.988,140.1
375,2,0,0.992,156.4
375,1,0,0.756,112.3
375,2,0,0.919,140.3
375,1,0,0.669,111.8
375,1,0,0.817,116.7
375,2,0,0.645,94.5
375,1,0,0.773,129
375,2,0,0.679,165.4
375,1,0,0.336,87.7
375,2,0,0.758,141.2
375,1,1,1.133,114.6
375,1,1,1.099,114.7
375,1,1,0.864,119.2
375,1,1,0.798,124.3
375,1,1,0.6,97.6
375,1,1,0.783,129.8
375,2,1,0.545,162
375,1,1,0.474,140.7
375,1,1,0.371,150
375,2,1,0.835,136.2
375,1,1,0.603,107.7
375,2,1,0.977,132.8
375,1,1,0.755,116.2
375,2,1,0.658,180.4
375,2,1,0.742,160.6
375,1,1,0.624,87.8
375,2,1,0.6,162.9
375,2,1,0.565,123.4
375,2,1,0.45,178.8
375,2,1,0.949,201.8
385,2,0,0.336,96.2
385,2,0,0.593,134.3
385,2,0,0.785,173
385,2,0,0.673,194.5
385,2,0,0.811,179.1
385,2,0,0.808,197.3
385,2,0,0.805,175.4
385,2,0,0.659,171.9
385,1,0,0.568,112.4
385,2,0,0.72,168.7
385,1,0,0.563,113.5
385,1,0,0.466,122.8
385,1,0,0.678,141.4
385,2,0,0.74,171.3
385,1,0,0.52,142.2
385,2,0,0.748,133.1
385,1,0,0.473,125.3
385,2,0,0.439,125.3
385,1,1,0.241,101.8
385,1,1,0.287,100.6
385,1,1,0.288,122.9
385,1,1,0.256,117.9
385,2,1,0.665,129.5
385,2,1,0.429,141.9
385,2,1,0.737,118.8
385,2,1,0.841,171.7
385,2,1,0.815,152.3
385,2,1,0.888,166.6
385,1,1,0.782,136.7
385,2,1,1.025,175.4
385,1,1,0.8,120.9
385,1,1,0.605,146.1
385,1,1,0.6,129.1
385,2,1,1.007,175.4
385,2,1,0.934,160.9
385,1,1,0.615,104.5
385,2,1,0.735,133.9
390,1,0,1.196,151.5
390,1,0,1.526,152
390,2,0,0.794,191.5
390,1,0,1.007,150.5
390,1,0,1.179,134.9
390,1,0,0.838,108
390,1,0,0.79,106.1
390,1,0,0.992,102.1
390,1,0,1.202,121.1
390,2,0,0.671,178.9
390,2,0,1.109,164.2
390,1,0,1.258,141.4
390,2,0,0.645,132.5
390,2,0,0.805,142.5
390,1,0,0.996,119.9
390,2,0,0.487,145.8
390,2,0,0.628,176.8
390,2,0,0.449,161.2
390,2,0,0.458,137.9
390,1,1,1.257,146.4
390,2,1,1.254,161.6
390,1,1,1.523,147.1
390,1,1,1.444,177.6
390,1,1,0.737,151.9
390,1,1,0.966,169.7
390,2,1,1.006,175.8
390,1,1,1.503,141.7
390,2,1,0.786,141.8
390,1,1,1.129,145
390,2,1,0.929,183.2
390,2,1,1.051,194.8
390,2,1,1.063,178.5
390,1,1,1.204,166
390,2,1,0.901,209.6
390,2,1,0.854,123.3
390,1,1,0.941,165.7
390,1,1,1.197,162
390,2,1,1.048,140.9
390,2,1,1.114,135
395,2,0,0.55,184.8
395,2,0,0.828,172.1
395,2,0,0.746,173.1
395,2,0,0.619,186.8
395,1,0,0.926,131.5
395,1,0,0.503,122.6
395,2,0,0.787,181.9
395,1,0,0.895,156.3
395,1,0,0.649,147.7
395,1,0,0.521,155.8
395,1,0,0.696,160.1
395,1,0,0.637,137
395,1,0,0.509,116.4
395,1,0,0.421,123.6
395,2,0,0.838,146.3
395,2,0,0.812,205.1
395,2,0,0.689,162.3
395,2,0,0.733,177.5
395,2,0,0.74,185.7
395,1,1,0.545,134.3
395,2,1,0.968,176
395,2,1,0.831,167
395,2,1,1.036,191.6
395,1,1,0.726,137.7
395,2,1,0.792,182.1
395,1,1,0.758,139.7
395,2,1,0.933,179.5
395,2,1,0.898,167.5
395,1,1,0.828,139.4
395,1,1,0.791,151.1
395,1,1,0.651,158.6
395,2,1,0.869,182.8
395,2,1,0.756,177.7
395,1,1,0.76,146.5
395,2,1,0.604,169.1
395,2,1,0.553,174.9
395,1,1,0.526,140.5
395,1,1,0.617,135.8
400,1,0,0.772,139.2
400,1,0,0.659,131.4
400,2,0,0.955,174.1
400,1,0,0.843,147
400,1,0,1.004,137.7
400,1,0,0.756,119.7
400,1,0,1.081,86
400,2,0,0.794,124.6
400,1,0,1.272,144.2
400,2,0,0.755,137.3
400,2,0,0.555,183.9
400,2,0,0.692,213.4
400,2,0,1.14,141.5
400,2,0,0.96,179.7
400,2,0,1.051,180.3
400,1,0,0.481,102.9
400,1,0,1.27,103.2
400,2,0,0.569,208.1
400,2,0,0.639,172.8
400,1,0,1.001,138.2
400,2,1,0.778,149.3
400,1,1,0.966,145
400,1,1,1.143,130
400,2,1,1.07,163
400,2,1,0.656,158.4
400,1,1,0.564,128.9
400,2,1,0.701,165
400,2,1,0.535,185.5
400,2,1,0.75,184.5
400,2,1,0.574,186.2
400,2,1,0.597,174.1
400,1,1,0.93,115.6
400,1,1,0.621,133.1
400,1,1,0.587,103
400,2,1,0.888,111.4
400,1,1,1.514,113.8
400,1,1,0.973,117.5
400,1,1,1.811,149.7
400,1,1,1.521,138.5
400,2,1,0.554,144.2
405,2,0,0.916,192.1
405,2,0,0.942,132.9
405,1,0,0.869,152.2
405,2,0,0.882,152.6
405,2,0,0.762,160.9
405,2,0,0.927,153.7
405,1,0,0.411,152.2
405,1,0,0.694,128.6
405,1,0,0.771,124.9
405,1,0,0.66,136
405,2,0,0.716,162.4
405,2,0,0.987,165.1
405,2,0,0.989,174.4
405,1,0,0.757,117.1
405,1,0,0.377,136.5
405,2,0,1.036,172.4
405,1,0,0.747,139.1
405,1,0,0.639,143.9
405,1,0,0.405,123.1
405,1,1,0.655,118
405,2,1,0.825,149.6
405,2,1,0.904,164.3
405,1,1,0.591,102.3
405,2,1,0.693,157.5
405,2,1,0.85,151.7
405,1,1,0.633,114.6
405,1,1,0.722,139.7
405,2,1,0.931,146.4
405,1,1,0.845,152.6
405,1,1,0.593,132.6
405,2,1,0.858,170.2
405,2,1,0.954,189.5
405,2,1,0.58,163.5
405,2,1,0.9,186.7
405,1,1,0.759,154.3
405,1,1,0.712,126.3
405,1,1,0.785,117.1
405,1,1,0.711,148.3
405,2,1,1.134,157.6
410,2,0,0.744,167
410,1,0,0.487,136.5
410,2,0,0.566,173.5
410,2,0,0.633,157.6
410,2,0,0.589,180.4
410,1,0,0.338,117.7
410,1,0,0.586,108.1
410,1,0,0.559,116.7
410,1,0,0.668,138.2
410,2,0,0.807,189.8
410,1,0,0.423,177.3
410,1,0,0.695,131.7
410,2,0,0.683,173
410,1,0,0.735,150.5
410,2,0,0.198,113
410,2,0,0.433,132
410,1,0,0.556,132.8
410,1,0,0.354,133
410,2,0,0.808,186.4
410,2,0,0.514,127.1
410,1,1,0.429,174
410,1,1,0.826,141.9
410,1,1,0.808,142.2
410,1,1,0.728,143.7
410,2,1,0.759,140.4
410,1,1,0.88,138.4
410,2,1,0.691,164.7
410,2,1,0.412,135.7
410,1,1,0.929,143.1
410,1,1,0.651,158.2
410,1,1,0.824,123.1
410,1,1,0.828,150.1
410,2,1,0.498,110.9
410,1,1,0.935,131.9
410,1,1,0.769,147.1
410,2,1,0.729,153.7
410,2,1,0.652,186.1
410,2,1,0.717,154.5
410,2,1,0.586,146.3
410,1,1,0.649,158.3
415,1,0,0.753,144.1
415,1,0,0.482,145.3
415,1,0,0.546,142.3
415,1,0,0.693,163.9
415,1,0,0.627,163.3
415,1,0,0.443,115.9
415,1,0,0.496,157.9
415,2,0,0.429,187.5
415,2,0,0.558,163.9
415,1,0,0.786,158
415,2,0,0.753,160.3
415,2,0,0.713,190.8
415,1,0,0.484,135.3
415,2,0,0.557,181.6
415,2,0,0.68,180.8
415,2,0,0.411,181.3
415,1,0,0.746,150.9
415,1,0,0.439,152.4
415,2,0,0.279,176.4
415,2,0,0.509,162.3
415,1,1,1.02,172.3
415,1,1,0.743,130.2
415,1,1,0.891,158.8
415,2,1,0.668,166.7
415,2,1,0.532,147.2
415,2,1,0.436,168.7
415,2,1,0.282,167.2
415,1,1,0.698,121.1
415,2,1,0.649,159.5
415,1,1,0.638,145.4
415,1,1,0.598,128.9
415,2,1,0.452,161.6
415,1,1,0.497,98
415,2,1,0.755,164.2
415,1,1,0.55,122.8
415,2,1,0.905,165.1
415,2,1,0.597,157.6
415,2,1,0.626,150.4
415,1,1,0.383,94.6
415,1,1,1.028,113.5
420,2,0,0.637,174.1
420,2,0,0.886,170.2
420,2,0,0.393,139.8
420,1,0,0.536,108.3
420,2,0,0.346,91.6
420,1,0,0.586,130.2
420,1,0,0.689,143.4
420,2,0,0.937,164.3
420,1,0,0.578,109.9
420,1,0,0.936,112.1
420,1,0,0.984,116.9
420,1,0,0.688,143.9
420,2,0,0.749,160.8
420,2,0,0.493,100
420,2,0,0.304,144.4
420,1,0,0.712,144.5
420,1,0,0.49,132.1
420,1,0,0.692,150.4
420,2,0,0.657,140.9
420,2,1,0.713,160
420,1,1,0.872,128.6
420,1,1,1.143,123.5
420,2,1,0.668,157.9
420,2,1,0.706,128.5
420,1,1,0.742,141.3
420,1,1,1.025,128.3
420,1,1,0.453,105.6
420,1,1,1.502,112.9
420,1,1,1.186,170.8
420,1,1,1.48,139
420,1,1,0.66,138.2
420,1,1,0.936,102.2
420,2,1,0.705,153.7
420,1,1,1.451,140.4
420,2,1,0.609,143.3
420,2,1,1.338,129.6
420,2,1,0.709,176.4
420,2,1,0.558,144.4
420,2,1,0.46,141.3
420,2,1,0.245,106
425,1,0,0.991,162.4
425,2,0,0.646,132.8
425,1,0,0.794,156.7
425,1,0,0.812,132.8
425,1,0,0.539,140.5
425,2,0,0.57,187.2
425,1,0,0.498,121
425,2,0,0.481,152.4
425,2,0,0.692,203.2
425,1,0,0.399,126.6
425,1,0,0.444,134.9
425,1,0,0.824,115
425,2,0,0.515,141
425,1,0,0.56,125.1
425,2,0,0.553,152.5
425,2,0,0.612,177.6
425,2,0,0.744,199.5
425,2,0,0.88,133.8
425,2,0,0.689,188
425,2,0,0.502,156
425,1,0,0.822,142.3
425,2,1,0.821,171.3
425,2,1,0.937,166.6
